datetime,open,high,low,close,volume
2026-01-20T15:55:00,25321.5,25367.75,25317.5,25362.75,4914
2026-01-20T16:00:00,25363.0,25406.25,25358.25,25378.5,8360
2026-01-20T16:05:00,25378.25,25396.75,25361.25,25392.5,5388
2026-01-20T16:10:00,25392.75,25428.25,25390.75,25399.0,6697
2026-01-20T16:15:00,25398.5,25400.5,25376.75,25391.25,5039
2026-01-20T16:20:00,25391.5,25404.0,25354.0,25355.5,4991
2026-01-20T16:25:00,25354.5,25407.0,25333.75,25404.25,7544
2026-01-20T16:30:00,25404.25,25406.75,25371.0,25400.0,5163
2026-01-20T16:35:00,25400.0,25426.0,25398.75,25424.75,4327
2026-01-20T16:40:00,25425.0,25429.75,25351.0,25353.5,6318
2026-01-20T16:45:00,25353.75,25370.0,25342.25,25369.25,5792
2026-01-20T16:50:00,25369.0,25398.25,25335.75,25346.0,8212
2026-01-20T16:55:00,25346.25,25413.75,25338.0,25398.5,7042
2026-01-20T17:00:00,25398.75,25406.75,25382.25,25388.5,5164
2026-01-20T17:05:00,25388.25,25403.5,25358.75,25361.5,4835
2026-01-20T17:10:00,25362.5,25378.0,25345.25,25361.5,4202
2026-01-20T17:15:00,25361.0,25371.25,25342.5,25348.0,3688
2026-01-20T17:20:00,25348.75,25354.5,25333.0,25335.25,4382
2026-01-20T17:25:00,25335.5,25349.5,25326.75,25339.25,4219
2026-01-20T17:30:00,25339.0,25339.0,25303.5,25308.0,5315
2026-01-20T17:35:00,25307.25,25327.25,25295.25,25311.0,5688
2026-01-20T17:40:00,25312.0,25336.5,25291.0,25292.25,4813
2026-01-20T17:45:00,25291.75,25293.0,25265.25,25268.5,5435
2026-01-20T17:50:00,25268.5,25292.25,25257.5,25284.5,5601
2026-01-20T17:55:00,25284.0,25302.5,25276.5,25292.75,3855
2026-01-20T18:00:00,25293.0,25311.25,25285.75,25288.25,3664
2026-01-20T18:05:00,25288.75,25297.5,25276.0,25277.5,2865
2026-01-20T18:10:00,25278.5,25299.75,25274.75,25285.0,2642
2026-01-20T18:15:00,25284.25,25286.75,25266.5,25276.0,2419
2026-01-20T18:20:00,25276.75,25276.75,25250.75,25255.5,3190
2026-01-20T18:25:00,25256.0,25261.75,25244.0,25247.75,2759
2026-01-20T18:30:00,25247.5,25256.0,25218.75,25227.5,5232
2026-01-20T18:35:00,25226.75,25237.75,25209.25,25212.0,4538
2026-01-20T18:40:00,25211.75,25226.25,25201.75,25210.0,5008
2026-01-20T18:45:00,25209.25,25221.0,25202.0,25204.25,3048
2026-01-20T18:50:00,25204.0,25204.5,25170.5,25176.25,6091
2026-01-20T18:55:00,25176.75,25217.5,25175.75,25199.25,5326
2026-01-20T19:00:00,25199.0,25225.0,25198.0,25205.0,4524
2026-01-20T19:05:00,25205.25,25218.75,25191.0,25197.25,3872
2026-01-20T19:10:00,25196.75,25204.75,25179.0,25193.0,3545
2026-01-20T19:15:00,25193.5,25193.75,25166.0,25176.0,3575
2026-01-20T19:20:00,25176.0,25183.5,25160.0,25170.0,3899
2026-01-20T19:25:00,25169.5,25169.5,25149.25,25161.25,4771
2026-01-20T19:30:00,25161.0,25162.25,25133.0,25136.75,6608
2026-01-20T19:35:00,25136.75,25165.75,25128.0,25162.25,5211
2026-01-20T19:40:00,25162.75,25179.25,25144.25,25149.75,4982
2026-01-20T19:45:00,25149.25,25163.0,25141.5,25157.75,3345
2026-01-20T19:50:00,25157.5,25176.25,25146.25,25173.0,4438
2026-01-20T19:55:00,25172.5,25177.25,25152.75,25169.25,3643
2026-01-20T20:00:00,25169.25,25169.25,25150.5,25155.0,3097
2026-01-20T20:05:00,25155.25,25164.0,25139.75,25142.0,3702
2026-01-20T20:10:00,25141.5,25161.25,25117.75,25121.5,5425
2026-01-20T20:15:00,25122.0,25169.75,25118.5,25146.5,7790
2026-01-20T20:20:00,25145.5,25146.25,25116.0,25128.5,5174
2026-01-20T20:25:00,25128.75,25146.0,25122.0,25129.5,5349
2026-01-20T20:30:00,25129.25,25143.0,25119.25,25131.75,5291
2026-01-20T20:35:00,25131.5,25142.0,25111.5,25116.25,5103
2026-01-20T20:40:00,25116.5,25125.5,25104.0,25120.75,5731
2026-01-20T20:45:00,25121.0,25134.75,25115.25,25125.75,4943
2026-01-20T20:50:00,25125.0,25134.0,25098.0,25108.5,8721
2026-01-20T20:55:00,25109.25,25143.75,25102.25,25141.5,20284
2026-01-20T21:00:00,25141.25,25153.25,25127.25,25143.0,7390
2026-01-20T21:05:00,25143.25,25146.5,25135.0,25139.75,2556
2026-01-20T21:10:00,25140.25,25167.25,25138.75,25163.0,2266
2026-01-20T21:15:00,25163.0,25165.5,25151.5,25156.75,1301
2026-01-20T21:20:00,25156.0,25158.25,25144.5,25149.75,819
2026-01-20T21:25:00,25150.0,25151.0,25134.5,25144.0,831
2026-01-20T21:30:00,25143.25,25143.5,25127.25,25132.25,740
2026-01-20T21:35:00,25132.75,25133.0,25122.5,25132.25,617
2026-01-20T21:40:00,25132.25,25135.25,25125.5,25133.5,736
2026-01-20T21:45:00,25133.25,25141.5,25131.25,25139.0,647
2026-01-20T21:50:00,25139.0,25142.0,25133.0,25139.0,610
2026-01-20T21:55:00,25139.0,25145.75,25137.75,25142.75,668
2026-01-20T23:00:00,25149.5,25175.25,25137.25,25165.25,1189
2026-01-20T23:05:00,25164.5,25166.5,25149.25,25162.0,563
2026-01-20T23:10:00,25163.75,25164.5,25152.75,25159.5,316
2026-01-20T23:15:00,25159.75,25162.5,25151.25,25152.25,279
2026-01-20T23:20:00,25152.25,25156.75,25150.0,25154.5,219
2026-01-20T23:25:00,25154.5,25157.75,25150.0,25153.75,287
2026-01-20T23:30:00,25155.0,25158.0,25151.25,25151.25,132
2026-01-20T23:35:00,25151.25,25164.5,25150.75,25159.0,236
2026-01-20T23:40:00,25160.25,25162.25,25154.75,25162.0,163
2026-01-20T23:45:00,25161.5,25161.5,25113.5,25124.0,983
2026-01-20T23:50:00,25123.25,25129.5,25103.75,25108.5,1055
2026-01-20T23:55:00,25107.25,25116.5,25103.5,25116.5,420
2026-01-21T00:00:00,25117.25,25138.25,25116.25,25127.25,668
2026-01-21T00:05:00,25128.75,25144.0,25122.75,25143.25,565
2026-01-21T00:10:00,25143.0,25150.0,25138.75,25141.0,420
2026-01-21T00:15:00,25142.25,25150.0,25132.75,25143.5,422
2026-01-21T00:20:00,25143.5,25153.25,25141.0,25153.25,350
2026-01-21T00:25:00,25153.25,25158.75,25150.75,25157.0,290
2026-01-21T00:30:00,25157.75,25165.75,25154.0,25162.0,506
2026-01-21T00:35:00,25163.25,25178.0,25160.75,25177.5,691
2026-01-21T00:40:00,25177.25,25183.0,25170.75,25174.0,677
2026-01-21T00:45:00,25173.25,25185.75,25171.5,25179.75,963
2026-01-21T00:50:00,25180.0,25186.0,25179.0,25184.75,371
2026-01-21T00:55:00,25184.75,25184.75,25172.75,25179.0,529
2026-01-21T01:00:00,25179.0,25189.0,25179.0,25187.25,517
2026-01-21T01:05:00,25187.25,25193.75,25186.0,25188.75,369
2026-01-21T01:10:00,25189.0,25203.0,25185.25,25202.25,584
2026-01-21T01:15:00,25201.5,25205.5,25197.0,25205.5,606
2026-01-21T01:20:00,25205.75,25212.5,25203.25,25212.0,727
2026-01-21T01:25:00,25211.75,25217.5,25205.5,25211.25,651
2026-01-21T01:30:00,25211.5,25216.0,25197.5,25213.5,788
2026-01-21T01:35:00,25213.25,25214.5,25205.0,25209.5,462
2026-01-21T01:40:00,25209.5,25218.75,25205.5,25212.5,461
2026-01-21T01:45:00,25213.5,25216.25,25207.25,25209.0,419
2026-01-21T01:50:00,25209.5,25213.0,25206.5,25208.75,258
2026-01-21T01:55:00,25209.0,25210.5,25201.0,25202.0,352
2026-01-21T02:00:00,25202.25,25207.75,25193.5,25198.5,480
2026-01-21T02:05:00,25199.0,25207.75,25199.0,25200.25,227
2026-01-21T02:10:00,25200.75,25209.0,25198.25,25207.0,274
2026-01-21T02:15:00,25205.75,25209.0,25186.0,25196.25,731
2026-01-21T02:20:00,25197.0,25204.5,25185.5,25188.5,491
2026-01-21T02:25:00,25188.25,25190.25,25177.25,25178.25,631
2026-01-21T02:30:00,25178.0,25183.0,25169.25,25170.25,585
2026-01-21T02:35:00,25169.25,25179.0,25168.0,25173.5,476
2026-01-21T02:40:00,25172.25,25191.5,25171.75,25187.5,568
2026-01-21T02:45:00,25187.5,25188.0,25180.0,25188.0,278
2026-01-21T02:50:00,25188.0,25190.0,25182.0,25186.75,271
2026-01-21T02:55:00,25186.5,25189.5,25179.0,25179.0,175
2026-01-21T03:00:00,25179.75,25202.75,25178.75,25200.5,468
2026-01-21T03:05:00,25200.5,25204.25,25194.0,25195.75,355
2026-01-21T03:10:00,25195.75,25207.75,25187.75,25205.25,595
2026-01-21T03:15:00,25204.75,25227.5,25202.75,25220.75,1166
2026-01-21T03:20:00,25221.75,25225.0,25214.75,25223.25,545
2026-01-21T03:25:00,25223.0,25225.0,25218.75,25221.25,256
2026-01-21T03:30:00,25222.25,25226.25,25218.0,25220.25,497
2026-01-21T03:35:00,25219.75,25225.25,25215.25,25219.0,877
2026-01-21T03:40:00,25219.5,25221.75,25201.75,25204.0,516
2026-01-21T03:45:00,25203.25,25212.5,25186.0,25203.5,804
2026-01-21T03:50:00,25204.5,25204.5,25193.25,25194.5,470
2026-01-21T03:55:00,25193.5,25203.75,25192.75,25197.5,303
2026-01-21T04:00:00,25196.75,25210.25,25194.0,25209.25,344
2026-01-21T04:05:00,25210.0,25212.0,25198.0,25199.5,360
2026-01-21T04:10:00,25200.75,25208.0,25196.25,25196.25,210
2026-01-21T04:15:00,25196.5,25203.5,25183.0,25202.0,449
2026-01-21T04:20:00,25201.75,25211.75,25201.5,25209.75,289
2026-01-21T04:25:00,25209.25,25213.25,25203.0,25206.75,311
2026-01-21T04:30:00,25206.0,25207.0,25198.0,25203.5,208
2026-01-21T04:35:00,25204.25,25212.0,25203.0,25207.0,215
2026-01-21T04:40:00,25206.5,25208.25,25198.0,25200.75,472
2026-01-21T04:45:00,25201.75,25203.0,25193.0,25200.75,306
2026-01-21T04:50:00,25202.0,25206.5,25199.75,25203.25,220
2026-01-21T04:55:00,25203.5,25204.25,25196.0,25197.0,174
2026-01-21T05:00:00,25197.25,25200.75,25193.25,25199.0,209
2026-01-21T05:05:00,25199.25,25210.75,25184.75,25210.0,747
2026-01-21T05:10:00,25209.5,25220.0,25208.75,25218.0,425
2026-01-21T05:15:00,25217.25,25218.5,25207.5,25212.5,366
2026-01-21T05:20:00,25213.0,25218.25,25205.5,25205.5,238
2026-01-21T05:25:00,25206.5,25213.0,25200.75,25210.5,333
2026-01-21T05:30:00,25210.0,25218.75,25210.0,25217.0,268
2026-01-21T05:35:00,25217.25,25223.0,25216.0,25220.0,197
2026-01-21T05:40:00,25221.75,25225.5,25221.25,25224.5,263
2026-01-21T05:45:00,25224.5,25225.25,25217.0,25219.5,403
2026-01-21T05:50:00,25219.0,25224.25,25216.0,25218.5,275
2026-01-21T05:55:00,25219.0,25223.0,25217.75,25220.25,216
2026-01-21T06:00:00,25219.75,25221.25,25213.0,25220.75,491
2026-01-21T06:05:00,25220.75,25226.25,25213.0,25221.5,496
2026-01-21T06:10:00,25221.75,25230.25,25220.0,25225.25,492
2026-01-21T06:15:00,25226.0,25228.0,25220.5,25225.75,456
2026-01-21T06:20:00,25226.0,25227.75,25218.25,25219.5,242
2026-01-21T06:25:00,25218.25,25221.0,25209.25,25219.25,391
2026-01-21T06:30:00,25220.25,25231.5,25215.5,25228.25,730
2026-01-21T06:35:00,25228.5,25228.5,25215.25,25217.5,404
2026-01-21T06:40:00,25216.75,25221.0,25212.75,25216.25,354
2026-01-21T06:45:00,25215.5,25215.5,25197.75,25197.75,542
2026-01-21T06:50:00,25197.25,25202.0,25191.75,25197.5,376
2026-01-21T06:55:00,25198.0,25200.75,25196.25,25196.25,198
2026-01-21T07:00:00,25196.25,25205.25,25193.25,25203.75,642
2026-01-21T07:05:00,25202.75,25224.25,25202.75,25214.5,860
2026-01-21T07:10:00,25214.5,25235.25,25213.5,25233.0,751
2026-01-21T07:15:00,25233.75,25244.5,25232.75,25243.25,898
2026-01-21T07:20:00,25243.5,25246.5,25240.0,25241.0,574
2026-01-21T07:25:00,25240.75,25243.0,25236.0,25240.5,321
2026-01-21T07:30:00,25240.5,25240.75,25232.5,25237.5,397
2026-01-21T07:35:00,25237.5,25240.75,25232.75,25235.25,214
2026-01-21T07:40:00,25234.25,25235.75,25229.5,25231.25,221
2026-01-21T07:45:00,25230.75,25231.25,25222.5,25224.0,328
2026-01-21T07:50:00,25223.75,25230.75,25216.0,25216.5,437
2026-01-21T07:55:00,25215.25,25217.0,25205.0,25213.5,564
2026-01-21T08:00:00,25212.5,25223.25,25200.0,25205.0,822
2026-01-21T08:05:00,25204.75,25217.75,25203.0,25208.25,390
2026-01-21T08:10:00,25209.5,25211.25,25194.25,25197.25,533
2026-01-21T08:15:00,25198.25,25218.5,25197.5,25214.0,582
2026-01-21T08:20:00,25214.5,25216.75,25200.0,25209.25,325
2026-01-21T08:25:00,25209.25,25234.0,25208.0,25221.0,822
2026-01-21T08:30:00,25221.25,25227.5,25213.5,25218.5,480
2026-01-21T08:35:00,25219.5,25226.5,25208.25,25223.25,434
2026-01-21T08:40:00,25223.75,25227.25,25219.5,25225.25,186
2026-01-21T08:45:00,25225.5,25228.5,25221.25,25226.0,287
2026-01-21T08:50:00,25224.75,25226.0,25213.75,25215.25,373
2026-01-21T08:55:00,25214.75,25220.25,25203.5,25204.75,575
2026-01-21T09:00:00,25204.5,25225.0,25201.5,25223.25,947
2026-01-21T09:05:00,25224.0,25225.25,25193.0,25196.75,776
2026-01-21T09:10:00,25197.0,25211.25,25195.5,25210.0,547
2026-01-21T09:15:00,25208.75,25216.5,25201.75,25210.75,458
2026-01-21T09:20:00,25210.0,25210.75,25182.5,25189.5,790
2026-01-21T09:25:00,25188.25,25199.25,25188.25,25196.5,369
2026-01-21T09:30:00,25196.0,25196.25,25184.0,25191.0,465
2026-01-21T09:35:00,25193.0,25193.5,25176.75,25183.5,860
2026-01-21T09:40:00,25183.75,25192.5,25170.5,25175.75,608
2026-01-21T09:45:00,25175.75,25176.0,25149.25,25159.25,1119
2026-01-21T09:50:00,25158.5,25164.25,25151.25,25152.25,752
2026-01-21T09:55:00,25151.5,25159.75,25128.75,25129.0,1202
2026-01-21T10:00:00,25129.5,25166.0,25121.75,25162.5,1248
2026-01-21T10:05:00,25163.25,25163.25,25151.25,25155.0,592
2026-01-21T10:10:00,25156.0,25160.0,25145.0,25158.25,564
2026-01-21T10:15:00,25159.75,25176.0,25158.5,25172.0,698
